TimeStamp, Counter, EgoVehicleSpeed
1758135711.472,477.0,8.89
1758135711.5724,478.0,7.56
1758135711.6724,479.0,9.83
1758135711.7724,480.0,10.81
1758135711.8725,481.0,13.95
1758135711.9726,482.0,13.95
1758135712.0726,483.0,14.36
1758135712.173,484.0,10.0
1758135712.2726,485.0,8.9
1758135712.373,486.0,9.17
1758135712.4726,487.0,11.73
1758135712.5731,488.0,13.73
1758135712.6719,489.0,10.0
1758135712.7717,490.0,10.9
1758135712.8717,491.0,13.41
1758135712.9719,492.0,15.42
1758135713.0717,493.0,13.88
1758135713.1716,494.0,10.0
1758135713.2716,495.0,8.3
1758135713.3715,496.0,8.13
1758135713.4714,497.0,10.09
1758135713.5713,498.0,8.07
1758135713.6712,499.0,9.68
1758135713.7711,500.0,8.13
1758135713.8711,501.0,8.54
1758135713.971,502.0,9.74
1758135714.0728,503.0,8.86
1758135714.1728,504.0,10.63
1758135714.2727,505.0,12.33
1758135714.3718,506.0,11.84
1758135714.4724,507.0,11.72
1758135714.5726,508.0,13.13
1758135714.6731,509.0,15.23
1758135714.771,510.0,14.62
1758135714.8731,511.0,10.0
1758135714.9718,512.0,9.4
1758135715.0716,513.0,11.0
1758135715.1728,514.0,12.54
1758135715.2727,515.0,12.91
1758135715.3729,516.0,12.91
1758135715.4725,517.0,12.78
1758135715.5728,518.0,10.23
1758135715.6725,519.0,12.68
1758135715.7731,520.0,11.16
1758135715.8732,521.0,12.39
1758135715.972,522.0,12.88
1758135716.0732,523.0,11.85
1758135716.1732,524.0,11.5
1758135716.2734,525.0,12.65
1758135716.3732,526.0,14.54
1758135716.4725,527.0,10.0
1758135716.5728,528.0,9.7
1758135716.6731,529.0,12.42
1758135716.7733,530.0,14.28
1758135716.8735,531.0,15.85
1758135716.9733,532.0,10.0
1758135717.0734,533.0,12.5
1758135717.1735,534.0,11.75
1758135717.2736,535.0,9.99
1758135717.3734,536.0,9.79
1758135717.473,537.0,12.23
1758135717.5734,538.0,13.7
1758135717.6735,539.0,11.78
1758135717.7733,540.0,14.26
1758135717.8735,541.0,13.12
1758135717.9727,542.0,12.86
1758135718.0717,543.0,12.47
1758135718.1719,544.0,10.72
1758135718.2719,545.0,11.15
1758135718.372,546.0,12.27
1758135718.4713,547.0,13.86
1758135718.5712,548.0,13.03
1758135718.6712,549.0,11.34
1758135718.7712,550.0,9.75
1758135718.8709,551.0,11.99
1758135718.971,552.0,15.35
1758135719.0727,553.0,14.12
1758135719.1726,554.0,15.11
1758135719.2729,555.0,10.0
1758135719.3723,556.0,9.0
1758135719.4717,557.0,9.99
1758135719.5721,558.0,12.89
1758135719.6724,559.0,11.08
1758135719.7721,560.0,10.97
1758135719.8721,561.0,9.33
1758135719.9721,562.0,10.17
1758135720.0722,563.0,10.17
1758135720.1722,564.0,10.06
1758135720.2723,565.0,9.46
1758135720.3723,566.0,10.88
1758135720.4719,567.0,8.81
1758135720.5727,568.0,9.08
1758135720.6725,569.0,7.9
1758135720.7715,570.0,7.42
1758135720.8727,571.0,6.75
1758135720.9708,572.0,7.97
1758135721.0715,573.0,7.17
1758135721.1727,574.0,7.6
1758135721.2727,575.0,8.59
1758135721.3728,576.0,9.71
1758135721.4722,577.0,9.81
1758135721.5716,578.0,10.0
1758135721.6728,579.0,8.1
1758135721.7729,580.0,10.37
1758135721.8731,581.0,13.48
1758135721.9733,582.0,12.67
1758135722.0736,583.0,13.69
1758135722.1734,584.0,13.28
1758135722.2736,585.0,15.53
1758135722.3736,586.0,10.0
1758135722.473,587.0,8.3
1758135722.5737,588.0,6.89
1758135722.6734,589.0,8.2
1758135722.7739,590.0,9.51
1758135722.874,591.0,7.89
1758135722.973,592.0,9.79
1758135723.0741,593.0,10.86
1758135723.1746,594.0,12.17
1758135723.2745,595.0,12.29
1758135723.3727,596.0,14.13
1758135723.4732,597.0,12.01
1758135723.5726,598.0,10.21
1758135723.6724,599.0,8.37
1758135723.7726,600.0,8.46
1758135723.8723,601.0,7.95
1758135723.9723,602.0,10.02
1758135724.0739,603.0,10.72
1758135724.1742,604.0,12.11
1758135724.2741,605.0,12.47
1758135724.3741,606.0,14.84
1758135724.474,607.0,10.0
1758135724.5742,608.0,10.2
1758135724.6742,609.0,11.83
1758135724.7741,610.0,13.96
1758135724.8742,611.0,13.4
1758135724.9728,612.0,10.0
1758135725.0742,613.0,9.7
1758135725.1741,614.0,11.06
1758135725.2742,615.0,12.83
1758135725.3746,616.0,14.11
1758135725.4739,617.0,11.85
1758135725.5745,618.0,13.27
1758135725.6746,619.0,13.67
1758135725.7747,620.0,10.0
1758135725.8747,621.0,12.1
1758135725.9734,622.0,12.46
1758135726.0731,623.0,12.59
1758135726.1746,624.0,10.83
1758135726.2746,625.0,11.91
1758135726.3747,626.0,11.19
1758135726.4742,627.0,11.19
1758135726.5749,628.0,13.21
1758135726.6751,629.0,15.06
1758135726.775,630.0,10.0
1758135726.8755,631.0,8.7
1758135726.9753,632.0,10.7
1758135727.0734,633.0,9.84
1758135727.1754,634.0,11.03
1758135727.2751,635.0,9.92
1758135727.375,636.0,9.82
1758135727.4747,637.0,10.12
1758135727.575,638.0,12.85
1758135727.6751,639.0,13.37
1758135727.7752,640.0,10.83
1758135727.8753,641.0,10.72
1758135727.9753,642.0,11.58
1758135728.0753,643.0,10.76
1758135728.1753,644.0,9.69
1758135728.2754,645.0,9.69
1758135728.3753,646.0,7.94
1758135728.4749,647.0,7.63
1758135728.5751,648.0,7.47
1758135728.6742,649.0,6.95
1758135728.7736,650.0,7.23
1758135728.8733,651.0,8.02
1758135728.9747,652.0,7.86
1758135729.0733,653.0,8.49
1758135729.1733,654.0,10.53
1758135729.2733,655.0,9.27
1758135729.3731,656.0,7.78
1758135729.4731,657.0,7.32
1758135729.573,658.0,6.81
1758135729.6729,659.0,5.51
1758135729.773,660.0,6.45
1758135729.8728,661.0,8.0
1758135729.9728,662.0,7.28
1758135730.0744,663.0,8.88
1758135730.1743,664.0,7.64
1758135730.2742,665.0,7.1
1758135730.3742,666.0,6.32
1758135730.4736,667.0,7.77
1758135730.5739,668.0,9.95
1758135730.6737,669.0,11.34
1758135730.7741,670.0,11.12
1758135730.874,671.0,11.45
1758135730.9741,672.0,13.97
1758135731.0741,673.0,14.11
1758135731.1742,674.0,10.0
1758135731.2743,675.0,10.4
1758135731.3725,676.0,12.58
1758135731.4736,677.0,13.59
1758135731.5725,678.0,15.49
1758135731.6743,679.0,15.34
1758135731.7737,680.0,10.0
1758135731.8741,681.0,9.9
1758135731.9724,682.0,8.32
1758135732.0729,683.0,10.15
1758135732.1746,684.0,9.23
1758135732.2742,685.0,9.05
1758135732.3743,686.0,8.78
1758135732.4737,687.0,10.88
1758135732.5743,688.0,10.99
1758135732.6743,689.0,10.88
1758135732.7743,690.0,13.28
1758135732.8747,691.0,13.94
1758135732.9747,692.0,13.52
1758135733.0746,693.0,11.36
1758135733.1741,694.0,14.08
1758135733.2746,695.0,10.0
1758135733.3743,696.0,11.7
1758135733.4743,697.0,13.22
1758135733.5733,698.0,11.9
1758135733.6744,699.0,13.33
1758135733.7745,700.0,13.33
1758135733.8746,701.0,15.46
1758135733.9746,702.0,13.76
1758135734.073,703.0,12.8
1758135734.1728,704.0,13.95
1758135734.2744,705.0,12.69
1758135734.3728,706.0,12.69
1758135734.4726,707.0,13.07
1758135734.5725,708.0,12.94
1758135734.6724,709.0,10.87
1758135734.7723,710.0,13.05
1758135734.8722,711.0,15.78
1758135734.9725,712.0,10.0
1758135735.0739,713.0,8.5
1758135735.1732,714.0,10.12
1758135735.274,715.0,11.94
1758135735.3741,716.0,11.22
1758135735.4734,717.0,13.35
1758135735.5741,718.0,10.0
1758135735.674,719.0,9.7
1758135735.7742,720.0,12.42
1758135735.8741,721.0,14.78
1758135735.9742,722.0,15.66
1758135736.0742,723.0,10.0
1758135736.1744,724.0,12.7
1758135736.2741,725.0,14.48
1758135736.3742,726.0,10.0
1758135736.4738,727.0,12.0
1758135736.5743,728.0,12.12
1758135736.6725,729.0,11.88
1758135736.7744,730.0,13.3
1758135736.8742,731.0,14.63
1758135736.9724,732.0,13.46
1758135737.0729,733.0,13.87
1758135737.1733,734.0,15.11
1758135737.2742,735.0,15.87
1758135737.3743,736.0,13.81
1758135737.474,737.0,14.36
1758135737.5743,738.0,13.5
1758135737.6736,739.0,14.31
1758135737.7743,740.0,10.0
1758135737.8743,741.0,12.3
1758135737.9746,742.0,14.51
1758135738.0745,743.0,10.0
1758135738.1746,744.0,10.0
1758135738.2744,745.0,12.2
1758135738.3745,746.0,14.15
1758135738.4745,747.0,10.0
1758135738.5747,748.0,9.3
1758135738.6746,749.0,9.11
1758135738.7746,750.0,9.48
1758135738.875,751.0,9.19
1758135738.9748,752.0,10.85
1758135739.0748,753.0,13.02
1758135739.1751,754.0,11.07
1758135739.2751,755.0,13.83
1758135739.3751,756.0,14.11
1758135739.4734,757.0,13.54
1758135739.5733,758.0,15.98
1758135739.6735,759.0,10.0
1758135739.7733,760.0,10.2
1758135739.8733,761.0,11.73
1758135739.9731,762.0,11.5
1758135740.0748,763.0,9.66
1758135740.1749,764.0,8.59
1758135740.2749,765.0,10.66
1758135740.3749,766.0,10.44
1758135740.4747,767.0,11.07
1758135740.575,768.0,11.18
1758135740.6752,769.0,11.29
1758135740.7751,770.0,10.5
1758135740.8753,771.0,10.92
1758135740.9739,772.0,9.17
1758135741.0752,773.0,11.65
1758135741.175,774.0,14.68
1758135741.2754,775.0,10.0
1758135741.3754,776.0,11.5
1758135741.4751,777.0,9.78
1758135741.5753,778.0,9.29
1758135741.6753,779.0,11.61
1758135741.7755,780.0,9.4
1758135741.8754,781.0,10.44
1758135741.9737,782.0,11.69
1758135742.0756,783.0,14.38
1758135742.1755,784.0,12.22
1758135742.2752,785.0,15.4
1758135742.3756,786.0,10.0
1758135742.475,787.0,12.7
1758135742.5757,788.0,13.21
1758135742.6756,789.0,12.28
1758135742.7756,790.0,12.77
1758135742.8757,791.0,13.67
1758135742.9758,792.0,15.17
1758135743.0759,793.0,10.0
1758135743.1741,794.0,10.9
1758135743.2743,795.0,9.7
1758135743.376,796.0,8.05
1758135743.4757,797.0,8.13
1758135743.5762,798.0,10.33
1758135743.6765,799.0,9.71
1758135743.7762,800.0,8.64
1758135743.8762,801.0,9.07
1758135743.9763,802.0,10.61
1758135744.0765,803.0,10.08
1758135744.1761,804.0,10.29
1758135744.2766,805.0,10.9
1758135744.3767,806.0,11.67
1758135744.4766,807.0,11.08
1758135744.5767,808.0,10.64
1758135744.675,809.0,13.72
1758135744.7751,810.0,13.18
1758135744.8748,811.0,14.76
1758135744.9754,812.0,10.0
1758135745.0747,813.0,9.9
1758135745.1746,814.0,10.3
1758135745.2745,815.0,10.5
1758135745.3747,816.0,12.29
1758135745.4745,817.0,15.24
1758135745.5745,818.0,13.26
1758135745.6743,819.0,10.0
1758135745.7743,820.0,11.2
1758135745.874,821.0,12.99
1758135745.9739,822.0,15.98
1758135746.0757,823.0,10.0
1758135746.1756,824.0,11.2
1758135746.276,825.0,9.18
1758135746.3761,826.0,10.01
1758135746.476,827.0,12.91
1758135746.5763,828.0,10.59
1758135746.6764,829.0,13.34
1758135746.7767,830.0,12.14
1758135746.8765,831.0,12.14
1758135746.9755,832.0,10.93
1758135747.0763,833.0,9.83
1758135747.1763,834.0,9.64
1758135747.2747,835.0,9.35
1758135747.3764,836.0,7.76
1758135747.4759,837.0,8.07
1758135747.5752,838.0,10.17
1758135747.6765,839.0,8.85
1758135747.7765,840.0,11.32
1758135747.8762,841.0,9.85
1758135747.9757,842.0,12.51
1758135748.0764,843.0,15.26
1758135748.1766,844.0,13.13
1758135748.2766,845.0,15.62
1758135748.3764,846.0,10.0
1758135748.4765,847.0,9.5
1758135748.5765,848.0,8.36
1758135748.6764,849.0,8.69
1758135748.7763,850.0,10.69
1758135748.8767,851.0,10.27
1758135748.9765,852.0,8.62
1758135749.0767,853.0,10.87
1758135749.1771,854.0,9.67
1758135749.277,855.0,11.02
1758135749.377,856.0,12.9
1758135749.4772,857.0,10.0
1758135749.5772,858.0,11.7
1758135749.6771,859.0,11.82
1758135749.7772,860.0,12.64
1758135749.8773,861.0,10.75
1758135749.9757,862.0,10.1
1758135750.0766,863.0,13.13
1758135750.1753,864.0,14.84
1758135750.2752,865.0,14.4
1758135750.3754,866.0,15.84
1758135750.4752,867.0,14.41
1758135750.5752,868.0,13.11
1758135750.6751,869.0,14.03
1758135750.775,870.0,11.51
1758135750.8751,871.0,14.73
1758135750.9749,872.0,15.02
1758135751.0767,873.0,13.07
1758135751.1768,874.0,12.55
1758135751.2767,875.0,13.17
1758135751.375,876.0,10.0
1758135751.4766,877.0,8.1
1758135751.5764,878.0,8.1
1758135751.6765,879.0,9.23
1758135751.7766,880.0,9.6
1758135751.8763,881.0,8.84
1758135751.9753,882.0,9.63
1758135752.0767,883.0,8.09
1758135752.1769,884.0,10.19
1758135752.2768,885.0,9.89
1758135752.377,886.0,9.59
1758135752.4768,887.0,8.82
1758135752.5761,888.0,7.23
1758135752.6774,889.0,8.39
1758135752.7775,890.0,10.15
1758135752.8773,891.0,9.14
1758135752.9759,892.0,8.59
1758135753.0774,893.0,6.87
1758135753.1769,894.0,6.05
1758135753.2779,895.0,5.87
1758135753.3771,896.0,7.45
1758135753.4772,897.0,9.31
1758135753.5774,898.0,8.1
1758135753.6774,899.0,7.78
1758135753.7776,900.0,9.49
1758135753.8777,901.0,11.2
1758135753.9777,902.0,11.65
1758135754.0779,903.0,13.51
1758135754.178,904.0,10.0
1758135754.2779,905.0,9.5
1758135754.3781,906.0,7.7
1758135754.4781,907.0,7.39
1758135754.5782,908.0,7.24
1758135754.6783,909.0,7.17
1758135754.7784,910.0,8.74
